,status,duration,credit_history,purpose,amount,savings,employment,installment_rate,other_debtors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_risk,sex,marital_status
942,A12,12,A31,A42,929,A65,A74,2,A101,2,A123,1,A143,A152,1,A171,1,A192,A201,0,1,0
943,A12,24,A32,A40,1455,A65,A74,1,A101,1,A122,1,A143,A152,3,A174,2,A191,A201,0,1,0
944,A14,36,A32,A42,1845,A65,A72,2,A103,1,A123,1,A143,A151,1,A173,1,A191,A201,0,0,1
945,A13,24,A32,A40,8358,A61,A72,4,A101,1,A121,1,A143,A152,2,A173,1,A191,A201,0,0,1
946,A11,24,A31,A42,3349,A63,A72,4,A101,4,A124,1,A143,A153,1,A173,2,A192,A201,0,1,0
947,A12,24,A34,A40,2859,A63,A71,3,A101,4,A123,1,A143,A152,1,A173,1,A192,A201,0,1,0
948,A14,18,A32,A42,1533,A61,A72,4,A102,1,A122,1,A143,A152,1,A172,2,A191,A201,0,1,1
949,A14,24,A32,A43,3621,A62,A75,2,A101,4,A123,1,A143,A152,2,A173,1,A191,A201,0,1,0
950,A14,24,A32,A49,3590,A61,A71,4,A101,3,A122,1,A141,A152,3,A173,2,A192,A201,0,1,1
951,A11,36,A33,A49,2145,A61,A74,2,A101,1,A123,0,A143,A152,2,A173,1,A192,A201,0,1,0
952,A12,24,A32,A41,4113,A63,A72,3,A101,4,A123,1,A143,A151,1,A173,1,A191,A201,0,0,1
953,A14,36,A32,A42,10974,A61,A71,4,A101,2,A123,1,A143,A152,2,A174,1,A192,A201,0,0,1
954,A14,24,A32,A40,1893,A62,A73,2,A103,4,A123,1,A141,A152,1,A172,1,A192,A201,0,0,1
955,A14,24,A32,A43,1231,A61,A75,1,A101,4,A123,1,A143,A151,2,A172,1,A192,A201,0,0,1
956,A13,30,A34,A43,3656,A65,A75,4,A101,4,A122,1,A142,A152,2,A172,1,A191,A201,1,1,0
957,A12,9,A34,A43,1154,A61,A75,2,A101,4,A121,1,A143,A152,3,A172,1,A191,A201,1,1,0
958,A11,28,A32,A40,4006,A61,A73,3,A101,2,A123,1,A143,A152,1,A172,1,A191,A201,0,1,0
959,A12,24,A32,A42,3069,A62,A75,4,A101,4,A124,1,A143,A153,1,A173,1,A191,A201,1,1,0
960,A14,6,A34,A43,1740,A61,A75,2,A101,2,A121,1,A143,A151,2,A173,1,A191,A201,1,1,1
961,A14,24,A33,A40,2353,A61,A73,4,A101,4,A121,1,A143,A152,2,A173,1,A191,A201,0,1,1
962,A14,15,A32,A40,3556,A65,A73,3,A101,2,A124,1,A143,A152,1,A173,1,A191,A201,1,1,0
963,A14,24,A32,A43,2397,A63,A75,3,A101,2,A123,1,A141,A152,2,A173,1,A192,A201,0,1,0
964,A12,6,A32,A45,454,A61,A72,3,A101,1,A122,0,A143,A152,1,A172,1,A191,A201,1,1,1
965,A14,12,A34,A43,1715,A61,A73,3,A101,1,A124,1,A141,A152,1,A173,1,A191,A201,0,0,1
966,A12,27,A34,A43,2520,A63,A73,4,A101,2,A122,0,A143,A152,2,A172,1,A191,A201,0,1,0
967,A14,15,A32,A43,3568,A61,A75,4,A101,2,A123,1,A141,A151,1,A174,1,A192,A201,1,0,1
968,A14,30,A32,A43,7166,A65,A74,4,A101,4,A124,1,A143,A151,1,A173,1,A192,A201,0,1,1
969,A11,11,A34,A40,3939,A61,A73,1,A101,2,A121,1,A143,A152,2,A172,2,A191,A201,1,1,0
970,A12,15,A32,A45,1514,A62,A73,4,A103,2,A121,0,A143,A152,1,A173,1,A191,A201,1,1,0
971,A12,15,A31,A40,7393,A65,A73,4,A101,4,A121,1,A142,A152,1,A173,2,A191,A201,0,1,0
972,A11,24,A31,A40,1193,A61,A71,1,A102,4,A124,1,A143,A151,2,A171,1,A191,A201,0,0,1
973,A11,60,A32,A49,7297,A61,A75,4,A102,4,A124,1,A143,A151,1,A173,1,A191,A201,0,1,0
974,A14,30,A34,A43,2831,A61,A73,4,A101,2,A123,1,A143,A152,1,A173,1,A192,A201,1,0,1
975,A12,18,A32,A43,1258,A61,A73,4,A101,3,A121,1,A142,A152,1,A174,1,A191,A201,0,0,1
976,A14,36,A32,A43,753,A62,A73,2,A103,3,A121,1,A143,A152,1,A173,1,A191,A201,0,0,1
977,A12,18,A33,A49,2427,A65,A75,4,A101,2,A122,1,A143,A152,2,A173,1,A191,A201,1,1,0
978,A14,24,A33,A40,2538,A61,A75,4,A101,4,A123,1,A143,A152,2,A172,2,A191,A201,0,1,0
979,A12,15,A31,A40,1264,A62,A73,2,A101,2,A122,0,A143,A151,1,A173,1,A191,A201,0,1,1
980,A12,30,A34,A42,8386,A61,A74,2,A101,2,A122,1,A143,A152,1,A173,1,A191,A201,0,1,0
981,A14,48,A32,A49,4844,A61,A71,3,A101,2,A123,1,A141,A151,1,A174,1,A192,A201,0,1,0
982,A13,21,A32,A40,2923,A62,A73,1,A101,1,A123,1,A141,A152,1,A174,1,A192,A201,1,0,1
983,A11,36,A32,A41,8229,A61,A73,2,A101,2,A122,1,A143,A152,1,A173,2,A191,A201,0,1,0
984,A14,12,A32,A42,2028,A61,A74,4,A101,2,A123,1,A143,A152,2,A173,1,A191,A201,0,1,0
985,A11,15,A34,A42,1433,A61,A73,4,A101,3,A122,0,A143,A151,2,A173,1,A191,A201,1,0,1
986,A12,15,A32,A49,6289,A61,A72,2,A101,1,A123,1,A143,A152,2,A172,1,A191,A201,0,1,1
987,A14,30,A33,A43,1409,A61,A71,4,A101,4,A123,1,A143,A152,1,A173,1,A191,A201,0,0,1
988,A12,24,A32,A41,6579,A61,A71,3,A101,2,A123,1,A143,A153,1,A172,1,A192,A201,0,1,0
989,A14,12,A33,A43,1743,A61,A75,4,A101,2,A122,1,A141,A152,2,A173,1,A191,A201,0,1,0
990,A12,30,A32,A46,3565,A61,A72,4,A101,1,A121,1,A143,A152,2,A173,2,A191,A201,0,1,0
991,A14,24,A33,A43,1569,A61,A75,2,A101,4,A121,1,A143,A152,1,A173,2,A191,A201,0,1,0
992,A11,18,A32,A43,1936,A65,A74,2,A101,4,A123,0,A143,A151,2,A172,1,A191,A201,1,1,1
993,A11,36,A32,A42,3959,A61,A71,4,A101,3,A122,1,A143,A152,1,A174,1,A192,A201,1,1,0
994,A11,24,A33,A40,2390,A61,A75,4,A101,3,A124,1,A143,A152,1,A172,1,A192,A201,0,1,0
995,A14,12,A32,A42,1736,A61,A74,3,A101,4,A121,1,A143,A152,1,A172,1,A191,A201,1,0,1
996,A11,30,A32,A41,3857,A61,A73,4,A101,4,A122,1,A143,A152,1,A174,1,A192,A201,1,1,1
997,A14,12,A32,A43,804,A61,A75,4,A101,4,A123,1,A143,A152,1,A173,1,A191,A201,1,1,0
998,A11,45,A32,A43,1845,A61,A73,4,A101,4,A124,0,A143,A153,1,A173,1,A192,A201,0,1,0
999,A12,45,A34,A41,4576,A62,A71,3,A101,4,A123,1,A143,A152,1,A173,1,A191,A201,1,1,0
